0.3474115,0.1979488,20­ÓÅÜ¼Æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train.error,test.error,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50
0.265291488,0.114337664,298,607,432,352,573,360,64,509,316,612,707,296,568,629,870,678,472,521,12,448,792,45,372,22,525,66,644,78,851,795,274,350,276,214,550,753,642,306,418,553,285,259,790,260,42,283,628,703,730,202
0.264267178,0.05442418,816,659,862,548,745,790,324,642,443,891,776,795,702,542,505,537,216,520,557,239,825,830,40,453,800,451,445,748,633,360,589,766,614,390,526,350,66,836,651,718,41,295,98,341,369,567,762,248,596,618
0.263836902,0.157945066,339,52,24,78,501,598,544,50,467,293,211,712,225,616,435,829,442,786,861,552,818,230,344,628,427,240,809,719,471,575,360,815,613,280,363,401,443,627,70,729,504,846,264,806,283,876,813,77,450,539
0.262052862,0.05442418,827,705,540,869,727,746,230,872,347,669,683,34,301,754,88,227,53,635,233,714,329,250,570,654,10,56,885,242,26,734,500,453,849,752,37,835,840,334,615,511,277,323,801,71,49,2,331,521,892,27
0.260447885,0.075405182,40,665,680,500,354,608,29,678,62,750,545,243,535,216,82,43,538,513,754,399,318,22,564,543,356,801,222,480,579,238,490,259,336,862,891,452,76,549,864,520,627,273,550,823,553,370,586,5,332,664
0.260447885,0.075405182,233,17,888,234,34,838,413,74,614,320,273,243,731,433,355,415,376,653,272,450,73,852,4,349,372,534,43,242,59,595,347,695,408,292,544,429,417,281,337,805,525,519,603,573,787,301,652,230,294,775
0.260447885,0.05442418,708,279,44,42,663,699,871,630,650,579,422,419,450,891,321,724,743,351,346,330,849,842,625,295,676,782,288,221,307,876,846,772,343,578,301,530,551,83,98,803,238,745,896,359,390,833,38,306,350,519
0.259069607,0.076590268,329,50,267,216,348,692,498,309,729,740,764,354,710,258,454,387,660,227,533,72,458,472,666,840,493,382,403,417,445,381,720,844,475,320,276,794,247,861,398,664,307,42,788,246,889,633,606,490,31,580
0.259069607,0.097187359,243,262,295,308,515,738,721,431,763,677,215,713,348,419,320,236,232,524,803,664,739,217,465,644,381,617,779,20,244,797,580,645,610,314,256,831,442,538,858,354,263,486,334,772,299,460,870,684,673,280
0.259069607,0.057183622,706,70,424,223,713,439,849,699,58,18,338,302,878,239,688,564,573,720,567,545,676,217,69,814,617,725,752,799,536,632,354,593,649,755,402,33,899,603,84,442,507,776,226,701,248,451,785,389,41,60
0.257980992,0.083924709,26,270,559,532,375,568,469,805,792,458,665,705,37,48,49,738,842,470,22,603,747,831,395,272,616,753,99,737,453,698,576,796,330,407,543,392,756,525,17,870,639,412,534,479,30,11,268,46,863,496
0.257266848,0.060385463,70,78,69,699,773,640,28,621,325,429,786,56,95,490,486,293,358,526,811,622,861,724,271,768,400,49,816,761,272,499,270,758,362,725,634,799,432,495,500,427,781,698,36,508,466,494,506,344,10,46
0.255855924,0.064163677,82,677,275,647,350,747,11,333,521,804,662,50,737,706,502,344,206,763,412,54,472,422,480,894,793,238,795,428,617,613,210,892,561,78,778,74,537,248,392,84,849,383,599,349,532,779,632,544,399,601
0.255845098,0.10314694,656,557,629,282,403,90,432,834,699,674,668,42,702,621,651,486,427,310,546,630,625,669,565,61,378,618,593,819,406,382,10,349,305,811,899,542,413,806,636,221,351,875,296,612,367,862,780,73,521,71
0.254162304,0.049882179,587,825,523,775,721,848,375,468,627,347,363,749,740,503,82,598,567,766,489,784,531,414,2,49,632,758,686,772,64,387,569,241,728,93,235,282,802,430,460,783,690,491,67,220,862,726,292,805,351,287
0.254162304,0.022327665,795,726,864,500,883,367,67,427,805,694,594,93,272,670,374,92,404,37,568,560,428,419,395,701,583,267,87,825,413,849,573,639,575,42,685,327,461,422,499,307,451,818,781,802,471,421,600,439,239,465
0.252701622,0.091431571,304,610,863,541,882,507,840,440,485,403,804,230,474,770,774,681,378,627,766,565,375,428,581,636,682,580,399,505,631,61,725,207,844,602,825,96,524,459,756,569,78,830,420,444,520,261,395,264,672,617
0.252701622,0.064382828,363,706,91,651,512,54,687,563,272,304,377,696,351,781,701,58,487,598,67,556,228,727,326,56,526,624,450,737,70,94,537,39,532,841,491,636,16,698,546,342,857,504,84,580,703,638,630,524,296,481
0.249519134,0.042466821,592,269,211,534,291,667,570,511,728,406,830,574,332,92,400,251,695,393,549,518,770,591,491,581,812,793,546,742,34,331,775,86,98,528,408,330,628,829,276,840,613,25,841,729,849,665,11,262,275,38
0.247728533,0.097133706,329,722,243,897,41,519,271,43,658,367,604,327,355,480,597,472,643,803,635,97,723,301,71,810,708,661,749,538,539,682,73,705,349,319,84,602,857,225,662,522,60,407,438,573,494,392,605,834,363,417
0.247344807,0.142403526,860,728,391,809,467,585,755,614,566,464,887,490,339,767,219,717,469,437,870,536,457,250,899,653,684,807,379,29,436,583,256,266,691,575,474,48,8,579,847,51,204,293,741,405,556,659,570,831,322,891
0.245117145,0.073566465,433,654,319,740,819,860,570,99,573,875,505,671,881,62,213,868,385,763,705,672,682,313,664,822,483,442,562,533,842,684,378,332,448,296,70,379,360,865,450,434,589,214,721,536,399,203,220,205,305,537
0.243848459,0.081598559,496,75,330,591,558,747,241,2,217,814,16,796,35,860,439,63,776,870,14,818,317,884,19,765,404,210,61,336,723,261,614,594,899,829,17,718,321,729,245,595,891,640,489,326,356,624,749,845,323,525
0.241136065,0.121754052,724,543,518,643,400,374,343,12,99,423,774,685,277,863,664,747,418,890,842,513,426,707,249,453,321,19,484,43,59,545,226,652,534,738,786,570,768,831,280,684,819,790,377,76,208,229,671,341,713,834
0.241136065,0.08084166,662,85,768,577,776,527,624,537,542,785,731,623,44,521,228,531,367,411,585,300,506,275,848,265,805,665,831,510,809,344,860,278,734,815,274,16,239,757,698,72,366,289,727,420,380,875,329,529,321,579
0.238590382,0.155489054,241,788,339,291,496,67,686,228,447,411,705,347,279,305,812,669,870,79,604,618,13,756,630,58,760,694,84,801,430,877,234,810,673,476,403,282,340,481,623,682,678,478,511,878,451,310,335,308,80,357
0.237267175,0.068717029,314,382,323,886,303,336,574,287,558,694,887,494,300,530,361,412,861,275,432,68,430,57,377,715,632,338,265,459,897,541,470,871,413,394,545,10,500,511,527,66,318,766,677,579,490,789,462,387,695,696
0.236958008,0.151296687,95,591,601,89,15,39,96,765,386,230,704,723,401,519,284,584,507,776,575,46,32,391,887,446,292,41,539,52,633,283,848,442,580,286,889,441,25,468,20,291,321,688,675,668,861,407,610,88,612,298
0.236387458,0.026732066,845,53,499,1,829,861,380,434,554,216,419,58,89,655,839,42,622,40,90,270,766,302,75,897,291,844,662,465,426,797,91,623,18,513,486,824,634,399,275,702,682,752,678,652,296,664,803,581,57,796
0.234373135,0.090748403,421,564,273,571,483,66,654,516,365,552,323,89,565,718,682,338,555,680,285,673,317,24,502,532,820,863,843,468,400,874,892,807,611,462,486,457,878,633,218,25,389,383,314,553,595,228,238,276,764,865
0.232609739,0.073075016,410,305,490,376,623,783,274,558,838,49,811,421,721,351,671,458,207,863,488,308,21,240,622,93,67,614,370,761,519,600,222,289,720,260,316,299,712,680,563,326,388,75,795,54,848,797,426,204,596,587
0.232609739,0.069729219,572,870,815,366,791,669,365,49,736,813,722,314,795,671,549,498,464,520,28,535,352,714,10,637,278,210,456,597,574,304,851,437,213,354,677,705,298,239,730,25,64,599,809,509,379,372,511,553,74,568
0.231183911,0.039929267,29,367,590,21,887,818,533,353,63,91,271,666,424,50,655,574,48,373,405,205,18,607,52,849,479,610,361,546,428,628,73,288,536,23,778,465,419,400,875,347,8,840,202,695,646,212,471,90,240,575
0.231183911,0.083924709,740,584,528,264,230,343,229,553,224,465,17,62,606,421,45,822,368,749,479,790,401,545,27,525,572,439,317,470,211,737,248,277,896,743,404,522,10,9,350,269,425,76,835,73,319,793,716,860,774,482
0.229570509,0.163672111,310,339,53,882,343,402,673,623,377,713,582,574,643,478,725,253,64,265,501,809,575,452,352,649,777,533,515,651,245,672,37,212,530,650,270,346,489,219,338,854,239,57,519,473,644,260,526,679,552,681
0.225538689,0.058189756,337,87,645,783,773,542,404,781,801,454,667,666,651,714,491,311,398,704,223,263,713,228,62,349,417,310,770,697,59,546,851,513,478,296,395,80,342,517,610,276,476,324,427,462,698,443,66,461,658,86
0.225538689,0.062115724,870,211,3,248,14,47,543,310,607,464,804,551,815,281,714,779,712,748,861,70,234,725,523,524,450,666,472,257,220,776,390,490,832,355,544,435,706,421,8,418,346,378,87,363,227,674,609,258,23,291
0.225046384,0.121118019,515,435,506,623,870,898,888,381,245,627,873,31,562,415,396,875,300,643,479,470,254,219,879,302,453,481,640,704,231,261,299,297,359,748,465,83,545,224,499,685,287,223,789,862,393,44,253,561,72,735
0.224001369,0.08084166,574,272,61,422,836,278,350,662,298,225,360,696,500,385,733,716,28,493,659,417,91,857,249,403,608,532,844,229,543,536,515,892,462,207,734,507,435,427,467,340,217,684,405,47,702,242,675,420,75,516
0.22295156,0.060710136,891,419,93,56,295,730,371,870,233,464,237,284,709,76,457,67,540,7,892,348,599,331,875,804,867,51,586,480,849,380,624,304,244,243,391,748,481,703,739,448,708,865,676,431,783,342,63,715,775,825
0.222569207,0.111214034,671,818,452,490,301,249,259,493,726,300,464,432,324,47,221,442,697,678,764,228,434,282,869,695,786,525,676,49,354,290,604,864,263,539,607,58,561,496,227,36,61,94,836,278,361,287,95,828,468,762
0.222569207,0.073075016,69,287,762,498,18,305,736,493,590,578,789,635,388,729,751,41,348,533,634,827,691,681,872,817,428,494,457,324,60,479,421,234,507,515,642,810,484,33,849,362,363,399,798,19,242,657,784,273,488,307
0.222569207,0.094601887,634,745,215,590,41,766,613,583,416,385,394,657,804,36,525,359,465,247,88,65,398,524,663,267,55,243,436,566,807,895,357,20,486,426,863,638,815,816,202,455,296,305,607,802,300,423,353,690,732,70
0.220281185,0.087960276,89,663,525,222,418,381,866,449,278,265,865,344,343,629,687,679,878,717,83,554,875,5,400,404,684,587,832,277,207,386,489,615,660,498,656,551,395,676,337,861,486,778,320,691,513,4,346,427,580,840
0.220281185,0.083924709,672,747,561,416,688,248,579,685,723,15,517,59,463,267,475,381,390,568,21,344,202,543,670,482,515,240,859,651,650,692,570,447,334,420,284,551,700,11,487,236,724,698,538,57,705,603,436,882,383,668
0.215442288,0.049303045,802,23,210,571,829,25,730,601,878,672,356,75,214,738,778,581,554,465,861,569,625,429,585,367,898,37,807,449,786,357,211,826,575,747,414,671,880,18,732,315,810,395,877,591,534,236,712,436,285,266
0.215442288,0.042466821,648,23,641,785,664,485,45,611,455,400,278,363,454,244,596,10,575,423,388,665,406,625,395,533,877,554,755,844,848,296,520,77,246,492,336,409,542,227,807,736,774,752,536,725,862,767,390,66,814,321
0.215442288,0.030027376,277,634,758,487,641,704,212,329,13,441,288,778,770,551,656,709,314,667,710,507,884,291,728,756,71,422,17,539,484,815,600,849,692,615,265,465,409,819,340,831,263,602,78,437,32,322,79,460,707,74
0.210735562,0.049303045,652,519,710,421,384,434,255,754,202,658,570,544,310,849,603,373,458,336,326,234,757,640,207,866,461,492,843,661,97,430,342,2,439,632,99,265,865,398,518,715,313,409,60,522,868,327,247,226,567,387
0.20795263,0.167535347,721,261,339,885,273,763,697,423,869,89,501,650,236,301,15,520,205,292,599,68,248,433,845,37,877,490,73,592,204,498,614,723,768,246,413,245,240,264,546,61,258,615,59,322,320,893,334,785,279,773
0.207665914,0.072927876,580,424,679,423,813,415,699,206,587,26,460,661,441,81,617,739,390,228,455,243,219,767,513,691,395,526,260,635,52,297,515,289,611,897,716,659,707,795,771,59,44,84,609,251,729,665,493,232,676,862
0.207665914,0.049303045,635,543,21,213,318,321,306,620,684,381,643,415,848,56,382,384,411,401,862,711,476,630,808,338,19,571,483,663,428,829,465,323,334,317,703,356,680,715,310,436,28,407,600,485,211,810,509,249,831,26
0.207665914,-0.000567573,37,371,590,288,607,899,826,414,522,265,459,470,83,747,792,897,13,828,600,880,44,373,82,7,356,658,367,379,844,419,442,715,365,565,749,727,429,226,876,651,478,425,219,813,6,849,98,771,723,318
0.207220977,0.045522347,780,316,748,377,760,697,235,804,383,328,844,735,665,378,739,512,337,214,90,798,690,224,422,815,61,744,490,642,427,549,849,895,667,732,555,641,510,590,655,86,262,264,361,809,403,443,71,755,776,269
0.206439397,0.080785094,703,416,329,58,819,358,535,73,674,732,505,381,38,81,698,898,741,538,31,874,268,545,64,673,755,890,534,21,313,748,771,551,276,878,895,273,59,202,699,837,552,634,656,782,583,499,85,494,335,339
0.205323834,0.117967239,642,400,276,444,290,14,699,2,16,755,361,640,379,663,406,834,69,718,534,886,838,90,59,751,656,388,250,724,313,272,892,687,331,789,597,511,327,412,731,81,311,62,685,251,810,672,80,349,745,431
0.203311132,0.145824718,503,785,502,519,348,239,405,567,382,339,800,71,289,226,891,55,257,561,718,416,272,303,335,701,501,579,820,305,213,438,711,407,516,464,784,620,43,237,786,311,491,697,672,277,37,86,679,830,618,522
0.200986645,0.115106394,201,774,756,807,572,834,712,373,867,578,276,334,371,320,748,411,792,605,284,745,8,877,403,272,599,323,383,440,242,715,268,207,686,2,281,463,438,392,514,327,820,762,769,369,520,832,662,809,837,424
0.200986645,0.091911711,55,343,269,872,428,338,452,282,89,65,37,15,508,402,601,894,34,82,291,322,16,705,583,753,275,225,203,366,446,415,875,796,876,488,843,554,738,549,309,527,444,588,847,499,844,689,734,287,27,555
0.19896135,0.166852566,354,739,96,610,831,506,331,584,599,640,305,339,785,296,304,252,593,468,31,837,286,97,241,327,582,511,290,809,306,231,637,781,381,870,818,838,746,52,704,274,794,446,20,233,216,842,8,538,442,800
0.194903211,0.117730796,585,4,583,579,321,280,85,409,552,277,527,726,263,496,556,714,90,225,542,627,292,740,283,742,790,744,508,631,692,549,462,833,305,86,284,486,257,753,417,223,826,509,675,705,801,780,465,581,297,345
0.194903211,0.049303045,529,352,815,524,845,541,218,485,336,631,632,507,394,793,359,824,548,236,694,447,798,718,498,407,659,600,353,341,464,614,227,296,581,853,440,46,315,561,331,611,220,379,577,303,262,715,639,818,431,263
0.194903211,0.107557388,397,805,653,529,614,30,870,264,894,770,741,279,446,442,818,650,504,232,672,834,405,45,297,324,224,547,254,796,294,80,461,871,563,299,270,865,57,257,630,329,675,473,613,565,93,22,778,73,210,214
0.194903211,0.12999189,876,284,74,286,709,385,65,808,768,352,497,689,816,414,451,87,302,379,341,264,72,893,555,841,787,402,28,305,325,695,36,664,380,809,638,415,870,542,336,360,838,648,531,350,211,86,501,885,790,562
0.192736338,0.08084166,249,727,3,387,719,658,492,417,42,295,786,512,86,348,304,26,839,872,306,430,777,873,879,407,810,656,79,819,210,463,294,710,831,398,738,524,830,391,521,307,281,337,787,673,545,385,807,605,216,46
0.192736338,0.034861472,786,562,875,891,396,226,691,11,218,834,446,868,229,364,703,728,30,847,746,388,269,271,899,682,321,466,317,227,569,238,883,647,399,77,333,719,726,371,301,640,463,351,327,418,244,470,741,368,255,742
0.192736338,0.091911711,388,96,487,353,30,422,205,293,226,250,860,670,65,82,344,28,327,429,261,215,842,46,294,551,509,418,408,296,586,761,356,622,899,330,518,544,711,318,583,555,484,260,63,654,623,575,748,311,19,74
0.192736338,0.081598559,98,218,95,672,327,332,650,655,796,405,642,757,813,758,452,746,590,438,523,811,734,228,497,792,453,740,680,220,353,323,862,334,724,238,48,630,635,513,46,294,580,510,451,597,260,845,471,598,247,535
0.192393796,0.066903444,449,344,281,757,224,312,659,600,95,242,778,524,457,292,608,428,688,481,887,483,439,437,797,397,881,205,415,500,373,584,75,337,866,502,215,818,861,467,380,435,249,61,594,632,39,368,413,506,470,434
0.192393796,0.135773718,828,322,548,596,739,245,690,879,365,625,298,278,588,644,78,652,780,729,335,732,869,442,24,791,383,289,665,430,86,408,661,804,303,233,575,34,290,587,528,560,537,808,455,2,418,68,281,873,530,357
0.192393796,0.152004475,8,481,320,802,824,451,261,666,5,301,655,277,494,297,454,339,794,530,887,610,464,840,39,684,719,237,760,303,49,827,557,888,895,634,886,711,878,20,799,746,516,323,686,463,773,779,875,626,423,78
0.191184361,0.091392896,695,799,605,491,309,293,60,508,566,524,370,317,380,565,14,50,511,685,21,329,201,892,276,399,13,743,806,745,405,837,513,643,881,811,648,812,804,616,322,12,348,768,344,430,652,285,330,91,678,209
0.189331722,0.091431571,887,287,713,63,548,69,51,700,557,337,828,296,811,24,514,842,833,289,434,882,335,437,554,439,646,757,899,505,93,305,598,322,686,897,687,42,618,389,626,481,87,680,743,787,864,769,669,729,731,608
0.187683034,0.172262266,533,26,309,690,216,740,633,537,822,485,30,301,222,698,662,339,567,519,236,330,416,692,213,776,583,334,729,320,8,375,735,398,395,306,687,52,763,720,879,796,489,614,645,62,239,20,16,287,594,786
0.186531001,0.125500734,452,547,727,59,581,6,635,601,569,690,384,261,498,760,425,252,347,221,514,822,454,286,89,483,896,96,800,440,489,883,665,482,396,336,437,212,782,210,338,211,225,378,878,465,683,692,367,737,660,430
0.186531001,0.05415479,674,37,528,471,702,208,1,59,452,442,62,343,520,688,433,634,695,329,793,732,677,893,63,78,392,270,606,224,485,473,294,482,839,17,301,304,229,779,351,897,484,778,867,417,523,11,379,315,736,878
0.186531001,0.100945974,62,312,93,663,568,369,493,86,827,384,296,589,530,825,480,88,752,696,665,516,463,690,703,375,325,547,46,97,664,691,590,55,337,280,685,470,676,556,304,31,785,338,486,769,682,518,683,499,253,584
0.184203949,0.125294363,266,201,335,400,773,521,512,290,359,823,430,373,782,350,893,330,31,638,705,469,268,597,587,412,553,355,812,364,708,217,285,422,52,87,385,94,556,360,337,634,583,582,264,811,630,838,20,545,776,443
0.184138674,0.117967239,79,491,391,436,340,219,813,278,865,213,52,414,529,792,277,823,298,750,576,438,221,556,27,357,297,331,469,299,726,462,567,281,479,566,874,612,61,888,26,310,433,571,687,468,238,621,694,308,800,225
0.184138674,0.085860532,578,207,2,701,589,445,628,877,894,767,698,650,493,454,56,635,461,446,683,673,862,663,736,387,449,531,340,511,256,466,602,89,883,270,633,637,399,458,615,588,240,371,584,522,711,273,886,81,34,251
0.184138674,0.115403559,409,208,465,843,613,258,873,757,94,500,521,671,339,764,354,341,204,410,798,709,679,221,202,760,791,457,478,428,541,309,284,476,18,494,811,694,699,272,516,470,485,896,585,355,1,676,715,26,437,230
0.184138674,0.085860532,1,543,346,482,239,753,578,614,354,726,364,350,412,398,620,226,688,476,767,699,599,97,36,630,207,861,438,455,454,554,776,306,447,416,275,403,14,816,547,577,596,841,691,347,269,389,441,62,464,675
0.184138674,0.134988503,82,756,749,282,400,236,731,769,770,510,732,281,227,70,591,574,457,292,75,600,559,580,228,541,665,469,486,405,587,660,453,65,704,272,438,692,725,511,18,832,58,267,225,339,543,772,766,747,796,318
0.183295522,0.157945066,277,586,781,727,323,334,729,897,339,680,637,385,56,290,499,527,743,801,845,476,306,226,46,827,287,652,98,512,816,461,734,358,393,548,415,75,289,888,444,884,294,886,244,271,687,774,670,30,69,436
0.182398212,0.091911711,359,813,716,799,572,74,370,526,227,50,644,792,845,346,336,612,313,727,204,292,883,68,587,338,493,540,643,630,58,776,605,895,473,328,329,415,773,226,807,529,475,884,797,761,698,350,310,490,887,427
0.182398212,0.045522347,75,526,624,768,849,77,495,385,96,617,586,773,582,350,785,86,415,449,651,238,84,493,489,514,598,792,564,670,391,64,694,673,555,817,796,811,262,248,28,365,676,464,727,298,294,226,809,813,795,525
0.182398212,0.030027376,66,95,279,40,89,205,656,269,802,83,333,317,425,388,881,471,625,727,812,837,236,516,332,266,63,555,69,671,526,437,82,248,91,10,779,342,480,70,209,545,839,335,743,323,15,803,268,817,46,234
0.182398212,-0.000327682,302,436,331,269,468,4,456,411,303,41,651,276,324,566,326,369,694,34,54,429,441,224,87,205,800,764,561,90,623,424,842,340,49,692,581,410,739,240,266,294,747,667,755,262,634,452,710,69,474,883
0.182398212,0.060385463,832,562,490,94,836,485,701,464,657,207,66,545,98,270,217,278,208,712,268,515,315,760,540,547,580,297,593,775,806,423,461,480,703,384,30,1,358,517,235,846,14,321,502,865,560,50,752,68,265,332
0.180879036,0.091911711,506,12,503,25,231,520,348,596,300,48,256,72,205,515,396,713,652,679,862,367,321,441,459,274,564,562,659,757,700,640,774,457,767,383,247,458,574,602,796,263,588,342,487,692,888,211,50,752,649,4
0.180879036,0.081598559,404,513,459,472,524,418,279,796,575,566,218,230,605,353,206,510,811,395,75,816,845,276,534,614,91,602,87,848,595,867,822,629,894,307,71,467,24,689,338,497,777,27,315,282,427,718,834,844,69,580
0.180879036,0.109654481,444,746,54,263,391,420,226,481,251,539,50,213,373,544,270,484,361,499,70,295,72,650,434,720,589,732,500,403,25,740,577,869,370,410,20,326,290,433,790,605,765,806,461,40,485,89,425,891,260,569
0.180879036,0.105161454,227,245,50,521,818,212,344,847,219,692,737,673,833,217,94,293,828,671,447,294,44,3,867,439,303,56,649,430,316,522,670,530,305,627,881,536,327,636,20,581,698,768,539,262,687,312,683,343,72,86
0.180879036,0.134988503,573,477,201,899,388,475,598,417,212,547,796,358,814,829,605,831,228,846,59,804,828,45,290,467,558,480,61,469,223,631,376,294,520,671,270,768,254,878,370,65,73,482,442,94,461,512,892,523,789,661
0.179463758,0.110271432,880,486,818,222,750,740,348,774,888,536,813,372,757,682,345,286,421,237,872,548,281,651,8,420,758,551,233,770,520,809,371,328,39,62,23,720,756,710,248,747,711,393,896,87,299,798,82,827,18,624
0.177806763,0.122877571,439,593,813,836,276,362,713,62,387,831,447,73,895,829,517,226,24,567,404,627,96,551,783,343,474,331,278,524,493,822,878,3,755,585,467,515,660,591,234,297,390,670,203,46,479,885,49,825,842,701
0.177806763,0.152009768,21,378,49,645,711,83,411,315,39,813,417,31,12,442,667,868,677,337,776,704,587,828,810,650,744,562,609,254,339,759,97,218,777,77,425,299,11,844,381,391,465,96,396,521,273,720,689,348,410,19
0.177806763,0.060385463,587,407,500,875,658,34,203,865,550,472,646,291,490,336,301,698,321,595,395,624,820,53,885,220,452,64,318,483,827,410,215,503,833,674,478,355,13,764,59,289,396,392,608,281,652,294,517,728,738,369
0.177806763,0.024250176,378,454,279,785,245,778,649,726,512,567,618,270,736,801,802,758,85,298,202,578,329,524,301,827,423,365,226,764,27,417,45,489,657,645,303,808,713,741,587,273,371,640,820,210,671,792,53,628,333,343
0.175702537,0.152121288,454,556,651,258,27,835,514,756,227,817,51,772,209,679,464,515,717,476,79,290,374,388,625,621,334,306,1,37,459,565,255,229,898,271,98,14,618,321,30,744,235,343,444,248,587,300,304,356,675,697
0.175147746,0.101297856,711,767,581,696,783,419,335,379,73,425,796,565,387,620,327,672,278,583,32,350,208,336,366,454,493,849,812,341,386,410,46,75,621,359,68,874,5,311,288,824,37,613,555,409,30,654,586,680,332,827
0.175147746,0.049303045,204,636,364,263,394,722,259,275,451,608,61,280,273,676,21,893,589,615,632,230,448,516,785,590,271,421,455,874,835,735,407,239,849,894,321,454,870,466,805,505,581,777,714,302,717,332,683,776,582,319
0.175147746,0.111214034,567,320,445,651,90,805,787,743,614,669,79,221,690,600,605,39,822,94,749,494,881,813,812,656,620,431,790,582,46,673,349,717,711,571,254,269,870,286,439,482,687,357,20,545,205,384,550,62,473,512
0.173178471,0.045522347,784,449,395,699,64,26,471,235,410,722,93,860,85,526,737,595,18,343,619,826,723,73,13,3,761,423,333,289,822,774,52,631,433,682,95,525,71,204,358,220,382,582,355,397,59,603,22,261,598,205
0.173178471,0.169031033,364,393,838,612,95,240,608,445,5,518,339,611,80,468,310,474,251,227,31,45,412,700,318,680,379,212,881,437,217,296,884,384,443,47,226,61,567,767,812,771,60,70,441,712,346,871,599,675,492,815
0.173178471,0.060710136,228,749,887,702,80,7,770,570,231,351,379,393,541,461,786,98,505,76,794,693,427,468,612,312,598,763,220,742,759,823,691,411,699,777,521,14,338,389,377,837,24,686,63,564,841,871,380,275,313,446
0.173178471,0.077961977,255,240,283,456,760,832,727,683,755,55,327,844,682,783,453,46,547,202,423,452,615,90,427,828,551,21,73,354,829,338,208,416,54,677,885,743,61,887,883,296,763,360,4,638,636,690,703,13,586,468
0.173178471,0.068717029,533,617,239,604,1,788,795,255,619,319,285,732,722,490,221,715,595,380,470,16,326,337,564,602,707,37,94,299,559,588,861,594,820,45,465,601,208,587,629,633,438,23,55,593,390,47,825,52,784,371
0.172411377,0.068717029,420,860,534,708,539,435,472,587,289,302,848,718,586,97,475,328,208,584,741,690,817,16,252,547,368,884,322,203,646,48,748,37,55,604,780,54,94,811,628,433,590,509,569,29,466,47,717,782,657,679
0.172075357,0.163221605,80,232,754,343,680,676,277,421,878,526,663,470,373,210,319,285,405,97,447,318,777,64,833,74,705,484,659,410,231,590,724,45,259,884,286,660,338,402,613,206,503,737,339,331,292,541,624,230,727,289
0.172075357,0.139374691,281,406,420,293,764,274,440,609,798,507,676,453,96,24,472,739,405,370,345,286,715,461,264,768,226,22,531,631,369,688,757,295,774,306,720,832,32,411,582,775,399,425,620,297,618,734,393,865,28,880
0.172075357,0.091911711,297,465,396,613,41,426,320,335,527,462,463,394,441,795,493,76,835,87,20,780,381,558,38,807,788,623,894,587,647,720,890,663,827,420,765,748,540,596,249,638,25,771,727,791,601,867,371,895,752,346
0.170938142,0.157735716,509,651,17,793,224,761,594,519,219,346,38,875,703,561,687,290,68,320,374,874,343,40,59,281,273,319,25,329,4,367,557,828,253,819,14,620,527,721,597,397,334,228,294,580,769,878,864,533,804,623
0.16868525,0.125500734,344,480,892,515,771,675,589,686,431,396,865,580,474,775,443,65,891,238,584,391,275,381,896,719,698,815,462,870,266,267,882,300,876,228,848,28,731,32,41,491,316,430,478,9,290,244,212,411,322,297
0.16868525,0.05415479,709,493,820,276,470,800,366,272,684,425,275,325,552,891,364,662,579,485,753,256,532,449,892,502,240,215,774,301,73,83,882,262,778,678,612,701,306,53,671,776,239,484,555,433,817,714,574,80,645,436
0.16868525,0.136778067,79,318,712,280,262,342,292,395,536,691,392,92,893,269,497,408,666,508,31,364,585,449,528,293,9,562,357,27,256,550,290,874,14,458,437,84,833,799,535,543,390,890,432,753,611,724,557,309,45,282
0.16868525,0.114337664,573,329,501,810,311,630,879,602,213,244,22,883,286,468,650,739,327,719,892,601,561,865,633,262,235,23,332,317,495,518,59,600,665,571,304,706,702,662,364,231,591,649,264,762,749,555,493,309,292,514
0.16868525,0.107557388,507,363,43,319,870,549,700,761,417,357,5,91,468,686,487,292,303,898,315,519,294,63,703,709,20,710,804,364,377,333,780,343,753,326,328,692,290,681,87,9,53,214,846,489,26,470,376,606,90,375
0.16868525,0.081598559,581,706,831,542,516,387,474,434,229,220,571,889,457,395,446,298,406,33,582,331,813,451,655,825,345,426,365,287,804,735,570,260,607,276,547,42,217,54,827,865,623,835,799,317,386,479,95,508,310,688
0.166854862,0.121434846,411,677,233,468,333,556,776,522,413,43,452,641,812,500,286,271,336,735,485,354,277,284,372,722,724,243,745,845,369,763,453,800,699,895,777,643,899,594,567,709,847,296,708,730,49,493,792,431,504,665
0.16570694,0.12999189,454,67,591,597,528,210,457,883,258,705,540,680,839,700,892,818,836,823,630,10,264,240,736,99,803,453,636,796,333,608,74,817,762,257,435,353,716,89,247,794,711,286,490,226,231,614,368,805,684,328
0.16570694,0.060710136,533,388,767,451,665,534,301,329,721,631,611,697,303,733,835,473,404,369,246,265,830,230,268,413,516,8,760,76,399,463,353,575,583,377,641,703,608,428,274,865,410,295,289,761,656,313,794,728,886,722
